word_ID	word	word_count_in_CTB	difficulty_level	type
2626	宮觀	1	2	n-head
2629	燈籠	3	1	n-head
2630	空軍	14	1	n-head
2637	人體	6	1	n-head
2638	電站	5	1	n-head
2643	遊記	1	1	n-head
2644	洋人	3	1	n-head
2645	柔道	2	1	n-head
2648	漸次	2	3	n-head
2649	民法	3	1	n-head
2652	地名	3	1	n-head
2653	領域	167	2	n-head
2656	圍堰	2	2	n-head
2657	證據	8	2	n-head
2658	異樣	1	1	n-head
2660	大盤	1	1	n-head
2663	決心	28	1	n-head
2665	單色	1	1	n-head
2666	天皇	1	1	n-head
2667	茶點	1	1	n-head
2671	萬能	1	1	n-head
2673	餘額	32	1	n-head
2674	齊頭	1	1	n-head
2679	餐館	5	1	n-head
2682	戰績	4	1	n-head
2684	軍團	1	1	n-head
2689	社區	57	2	n-head
2691	地勢	1	2	n-head
2694	何處	2	2	n-head
2695	小篆	1	2	n-head
2698	視頻	2	1	n-head
2704	原意	1	1	n-head
2705	晴天	2	1	n-head
2706	孫輩	1	1	n-head
2708	婦人	3	1	n-head
2709	美人	3	1	n-head
2712	行徑	4	2	n-head
2713	總督	3	1	n-head
2715	水晶	18	1	n-head
2717	羌人	1	1	n-head
2719	波光	1	1	n-head
2721	舞廳	1	1	n-head
2722	赤腳	2	1	n-head
2723	晚宴	3	1	n-head
2725	德業	1	1	n-head
2726	孝道	1	1	n-head
2731	數目	8	2	n-head
2734	僑團	2	1	n-head
2738	政綱	1	1	n-head
2739	綽號	2	1	n-head
2742	傳媒	13	1	n-head
2747	印文	1	1	n-head
2748	魅力	20	1	n-head
2752	漏洞	6	1	n-head
2753	時差	4	1	n-head
2754	行庫	1	1	n-head
2763	老鷹	1	1	n-head
2810	水墨	2	3	n-head
2834	化工	63	1	n-head
2873	故意	5	3	n-head
2959	心願	5	1	n-head
3011	糖果	4	1	n-head
3034	海峽	42	1	n-head
3043	樂曲	5	1	n-head
3073	母親	31	1	n-head
3080	價格	82	1	n-head
3163	人類	93	1	n-head
45	耳順	2	1	nsubj
58	自承	1	1	nsubj
161	眼見	2	1	nsubj
294	聖誕	5	1	nsubj
298	自如	2	3	nsubj
314	心存	1	1	nsubj
421	年老	2	1	nsubj
477	手書	1	2	nsubj
559	心動	4	1	nsubj
582	經痛	1	1	nsubj
644	柴燒	1	1	nsubj
718	冬至	2	2	nsubj
866	天問	1	2	nsubj
876	形同	2	3	nsubj
955	音響	6	3	nsubj
1138	肩挑	1	1	nsubj
1181	位居	11	3	nsubj
1273	身負	1	1	nsubj
1287	心驚	1	1	nsubj
1503	期滿	2	1	nsubj
1535	酒醉	1	2	nsubj
1556	心酸	1	2	nsubj
1576	自足	1	3	nsubj
1662	自認	5	2	nsubj
1674	自許	2	1	nsubj
1677	口紅	1	1	nsubj
1711	身經	1	3	nsubj
1896	資優	1	2	nsubj
1906	人和	1	3	nsubj
1917	夢醒	1	2	nsubj
2000	鼓噪	1	3	nsubj
2129	氣結	1	2	nsubj
2617	量少	1	1	nsubj
2640	批發	7	2	nsubj
2787	心得	7	2	nsubj
3064	鞭策	2	2	nsubj
3106	心疼	2	1	nsubj
3161	肩負	2	1	nsubj
6	空談	1	1	v-head
17	預售	3	1	v-head
28	平躺	1	1	v-head
44	戲稱	2	1	v-head
64	緩繳	1	1	v-head
70	返銷	2	2	v-head
79	回報	5	1	v-head
94	附設	2	1	v-head
117	萎縮	10	2	v-head
142	偏愛	2	1	v-head
147	座落	11	2	v-head
150	毒殺	2	1	v-head
151	出賣	1	2	v-head
155	協拍	2	2	v-head
174	預估	10	2	v-head
182	回吐	1	2	v-head
191	慢跑	1	1	v-head
203	相遇	1	1	v-head
209	回升	13	1	v-head
235	改用	1	1	v-head
250	肆虐	1	3	v-head
256	兼顧	6	2	v-head
258	備受	7	1	v-head
284	盡速	7	2	v-head
296	入駐	5	2	v-head
336	力爭	19	1	v-head
338	滿懷	4	1	v-head
343	覆議	3	1	v-head
346	倍感	1	1	v-head
355	嚴加	2	2	v-head
369	宣示	14	1	v-head
374	煥發	2	1	v-head
377	相視	1	1	v-head
379	增發	1	2	v-head
413	關說	1	2	v-head
447	旅居	8	2	v-head
470	清算	3	2	v-head
479	天成	2	2	v-head
480	自力	2	2	v-head
506	少有	1	1	v-head
523	咸認	3	1	v-head
536	伴生	2	2	v-head
551	疑似	1	3	v-head
567	自保	1	1	v-head
573	統稱	2	1	v-head
592	齊聚	2	1	v-head
598	好吃	2	2	v-head
604	下陷	4	1	v-head
606	直航	8	2	v-head
615	冷落	1	1	v-head
620	對接	14	1	v-head
633	聳立	4	1	v-head
643	並重	1	2	v-head
646	超支	2	1	v-head
658	周轉	1	1	v-head
663	信守	2	3	v-head
666	和談	5	2	v-head
690	共計	3	2	v-head
691	農耕	1	1	v-head
709	宣洩	2	2	v-head
722	熱愛	12	2	v-head
725	改採	2	2	v-head
729	驚呼	3	1	v-head
733	輪轉	1	1	v-head
735	難忘	3	1	v-head
736	倍受	1	2	v-head
743	年產	5	1	v-head
752	契合	2	1	v-head
767	外嫁	1	2	v-head
780	環抱	1	1	v-head
783	力挫	1	1	v-head
797	滾動	2	1	v-head
807	散居	2	1	v-head
811	三通	42	2	v-head
829	速滑	5	1	v-head
843	草簽	2	1	v-head
844	續任	1	1	v-head
858	強姦	3	2	v-head
885	東移	1	3	v-head
887	接辦	1	2	v-head
899	安檢	1	2	v-head
901	慣用	3	1	v-head
910	騷動	3	2	v-head
912	毫不	2	3	v-head
913	勇奪	2	1	v-head
942	鵠候	1	3	v-head
973	北上	3	1	v-head
991	四顧	2	2	v-head
998	風聞	2	2	v-head
1058	雷動	1	2	v-head
1075	安撫	3	3	v-head
1079	燙傷	1	2	v-head
1087	盛產	3	1	v-head
1094	相煎	1	1	v-head
1106	密封	3	2	v-head
1121	暢談	3	1	v-head
1135	重返	10	1	v-head
1153	深有	2	2	v-head
1195	重蹈	2	1	v-head
1221	加印	1	2	v-head
1222	量販	28	1	v-head
1246	再現	2	1	v-head
1247	預訂	2	2	v-head
1284	精研	2	1	v-head
1293	試做	1	2	v-head
1310	中立	4	2	v-head
1317	精省	17	2	v-head
1324	低垂	1	1	v-head
1326	躁進	1	3	v-head
1346	安定	24	3	v-head
1381	側重	1	3	v-head
1394	鼎沸	1	2	v-head
1399	乍現	2	1	v-head
1403	偽造	11	1	v-head
1431	乾洗	2	1	v-head
1432	細數	3	1	v-head
1437	淡忘	2	2	v-head
1438	剴切	1	3	v-head
1445	榮膺	1	3	v-head
1461	初審	1	1	v-head
1476	初學	1	2	v-head
1482	廣佈	1	2	v-head
1512	代工	12	2	v-head
1519	相持	1	2	v-head
1520	增修	1	2	v-head
1522	高談	1	2	v-head
1530	相抵	1	2	v-head
1546	疾行	1	1	v-head
1550	原訂	1	2	v-head
1584	假造	1	2	v-head
1608	漸進	1	1	v-head
1609	偽裝	2	3	v-head
1615	偷襲	1	2	v-head
1629	預約	4	2	v-head
1634	明講	2	2	v-head
1648	明說	1	2	v-head
1680	亟思	3	1	v-head
1688	重組	25	1	v-head
1705	義演	3	2	v-head
1707	奮進	1	1	v-head
1712	震驚	13	1	v-head
1725	初創	1	1	v-head
1730	情殺	1	1	v-head
1735	群湧	1	1	v-head
1736	連任	3	1	v-head
1737	虐待	5	2	v-head
1752	假設	2	1	v-head
1763	出售	22	2	v-head
1774	混充	2	2	v-head
1779	合用	1	2	v-head
1788	錯估	2	1	v-head
1796	分包	2	1	v-head
1803	浮想	1	2	v-head
1806	仿做	1	2	v-head
1812	內斂	1	2	v-head
1827	沿用	4	2	v-head
1845	榮獲	6	1	v-head
1871	白教	2	2	v-head
1875	鵲起	1	2	v-head
1879	獨撐	1	1	v-head
1901	量產	4	1	v-head
1902	包辦	2	1	v-head
1904	重申	18	1	v-head
1927	出任	6	2	v-head
1933	沉睡	1	2	v-head
1954	油炸	1	1	v-head
1955	對開	1	1	v-head
1956	插播	1	2	v-head
1971	法治	4	3	v-head
1989	苦思	1	1	v-head
1992	外遇	2	3	v-head
1996	久待	1	2	v-head
2022	嚴禁	12	1	v-head
2058	預測	43	1	v-head
2062	補救	3	2	v-head
2066	坦承	11	1	v-head
2074	俯視	2	1	v-head
2083	內定	1	1	v-head
2087	加開	1	1	v-head
2100	好聽	3	1	v-head
2107	確知	1	1	v-head
2120	獨居	4	1	v-head
2150	縱貫	2	2	v-head
2163	輻射	13	2	v-head
2167	認購	6	2	v-head
2186	回溯	3	2	v-head
2189	互信	3	2	v-head
2205	禪坐	1	1	v-head
2212	遠離	7	1	v-head
2217	搶修	4	2	v-head
2218	強調	134	2	v-head
2229	共商	1	1	v-head
2233	寫道	7	3	v-head
2237	婉拒	2	1	v-head
2258	埋伏	1	2	v-head
2294	少見	3	1	v-head
2303	兼具	5	1	v-head
2306	高漲	8	1	v-head
2326	公募	1	1	v-head
2363	重整	3	1	v-head
2369	兼任	4	1	v-head
2372	熱衷	1	3	v-head
2396	合影	3	1	v-head
2405	獨創	2	1	v-head
2410	滯納	1	2	v-head
2426	全倒	2	1	v-head
2431	暴富	10	2	v-head
2436	共享	2	1	v-head
2442	共事	2	2	v-head
2453	遽變	3	1	v-head
2471	外聘	1	1	v-head
2495	實行	91	2	v-head
2519	自治	21	1	v-head
2548	吻合	3	1	v-head
2567	合奏	1	1	v-head
2579	佐證	1	2	v-head
2602	刁難	1	3	v-head
2623	蛻變	2	2	v-head
2628	聯防	3	1	v-head
2633	頓失	2	1	v-head
2677	預報	8	1	v-head
2680	合唱	2	1	v-head
2685	復決	2	1	v-head
2687	直驅	1	1	v-head
2700	半死	1	1	v-head
2710	激增	2	1	v-head
2718	偷打	1	1	v-head
2735	對立	17	2	v-head
2741	熟練	1	1	v-head
2745	復檢	2	2	v-head
2912	款待	2	2	v-head
2958	迷戀	1	2	v-head
2968	正中	1	2	v-head
3111	加設	1	1	v-head
3136	回應	24	1	v-head
4	撈錢	1	1	vobj
14	見面	8	1	vobj
20	淘金	2	1	vobj
21	吃力	1	2	vobj
24	奪權	1	1	vobj
61	吐信	1	1	vobj
73	授信	1	1	vobj
74	忘我	1	1	vobj
85	送貨	1	1	vobj
89	讀報	1	1	vobj
92	蜚聲	1	2	vobj
97	交際	1	3	vobj
102	賄選	5	1	vobj
127	關門	1	1	vobj
138	易幟	7	1	vobj
143	修法	1	1	vobj
152	投標	12	1	vobj
153	停建	4	2	vobj
159	從旁	2	3	vobj
164	放眼	16	1	vobj
171	回味	1	1	vobj
179	當心	1	1	vobj
206	傳功	1	1	vobj
208	除舊	1	1	vobj
210	修橋	1	1	vobj
214	包機	4	1	vobj
221	跑步	3	1	vobj
224	懸空	1	1	vobj
229	施教	1	1	vobj
231	立碑	1	1	vobj
234	拜年	4	1	vobj
236	成真	5	1	vobj
240	防蛀	1	2	vobj
243	拜師	1	1	vobj
244	取信	1	1	vobj
264	借才	2	1	vobj
272	留念	1	1	vobj
277	剌繡	1	1	vobj
283	供熱	1	2	vobj
309	改版	1	1	vobj
328	餵藥	1	1	vobj
329	臨場	1	1	vobj
353	照相	3	1	vobj
357	散步	2	3	vobj
373	搖錢	4	2	vobj
388	徵婚	6	1	vobj
393	避熱	1	1	vobj
400	選片	2	1	vobj
401	任職	12	1	vobj
404	弘法	4	1	vobj
409	道白	1	3	vobj
419	脫毒	3	2	vobj
441	養蜂	1	1	vobj
444	致力	13	3	vobj
449	定睛	1	1	vobj
454	滯後	2	2	vobj
459	登門	1	1	vobj
492	串門	1	1	vobj
510	壓歲	2	2	vobj
517	封棋	1	1	vobj
543	習醫	1	1	vobj
552	牟利	1	1	vobj
563	獲選	3	2	vobj
564	解碼	2	1	vobj
584	奠基	9	1	vobj
594	供暖	1	1	vobj
605	具象	1	2	vobj
608	緝毒	3	1	vobj
623	禮賢	1	2	vobj
628	著手	11	1	vobj
631	探頭	1	1	vobj
638	轉身	1	1	vobj
652	居家	3	3	vobj
654	漲價	3	1	vobj
660	動怒	1	2	vobj
668	過渡	25	3	vobj
673	開議	2	1	vobj
677	成材	1	1	vobj
686	擾民	1	1	vobj
689	過活	1	1	vobj
701	得勝	1	1	vobj
706	吃香	1	3	vobj
712	徵件	2	1	vobj
719	發貨	1	1	vobj
731	破土	1	1	vobj
732	得利	2	1	vobj
734	夭壽	1	2	vobj
741	排隊	13	2	vobj
756	專心	12	2	vobj
759	隨時	31	3	vobj
770	發證	1	1	vobj
771	進港	2	1	vobj
773	開行	2	2	vobj
776	紡紗	7	2	vobj
786	留世	1	1	vobj
791	攝政	2	2	vobj
794	死心	1	1	vobj
798	帶笑	1	1	vobj
801	渡海	1	1	vobj
805	打字	1	1	vobj
810	進洞	5	1	vobj
837	填海	1	1	vobj
845	上身	2	1	vobj
852	隔斷	1	2	vobj
856	提議	4	1	vobj
863	化冰	2	2	vobj
864	寬心	1	2	vobj
897	增支	1	1	vobj
898	加廠	1	1	vobj
931	建廠	8	1	vobj
936	利民	1	1	vobj
939	居功	1	1	vobj
945	放屁	1	3	vobj
954	說古	1	1	vobj
959	亮眼	1	1	vobj
960	造橋	1	1	vobj
961	裁軍	1	2	vobj
965	沐風	1	2	vobj
971	上課	19	2	vobj
977	維新	3	3	vobj
978	失傳	4	1	vobj
982	遷廠	1	1	vobj
996	朝聖	1	2	vobj
997	住房	47	1	vobj
999	跌價	5	1	vobj
1007	防汗	1	2	vobj
1009	解構	4	1	vobj
1010	服膺	1	3	vobj
1021	落塵	2	1	vobj
1024	炫目	1	1	vobj
1030	上街	4	1	vobj
1031	造林	3	1	vobj
1040	撥款	13	1	vobj
1044	媲美	3	3	vobj
1052	限期	5	1	vobj
1062	取鏡	1	2	vobj
1070	造景	1	2	vobj
1085	收場	3	2	vobj
1093	助困	1	1	vobj
1101	補虧	1	3	vobj
1163	健體	1	1	vobj
1173	打仗	3	1	vobj
1187	勒令	2	3	vobj
1188	鎖國	1	1	vobj
1189	撞期	1	2	vobj
1200	佈局	20	1	vobj
1204	學戲	1	2	vobj
1212	竭力	4	2	vobj
1217	開礦	2	1	vobj
1224	碰面	1	1	vobj
1229	拼音	1	1	vobj
1235	遇害	1	2	vobj
1237	販毒	5	1	vobj
1238	結果	132	3	vobj
1244	報時	1	1	vobj
1260	受賄	1	1	vobj
1267	致電	4	3	vobj
1274	經年	2	3	vobj
1282	咬牙	3	1	vobj
1286	使勁	1	1	vobj
1295	獲知	2	2	vobj
1303	補習	13	1	vobj
1307	昂頭	2	1	vobj
1308	入眠	1	1	vobj
1333	臨陣	1	3	vobj
1338	守寡	1	3	vobj
1339	寫信	1	1	vobj
1340	肆意	2	3	vobj
1341	割喉	1	1	vobj
1347	分批	1	2	vobj
1353	還價	10	1	vobj
1358	利己	1	1	vobj
1364	為樂	1	2	vobj
1365	變調	3	1	vobj
1366	戡亂	5	2	vobj
1370	爭鳴	1	3	vobj
1376	關機	10	1	vobj
1379	習畫	1	1	vobj
1392	出手	2	2	vobj
1417	購屋	3	1	vobj
1420	延任	15	2	vobj
1430	愛民	2	1	vobj
1433	進場	7	1	vobj
1434	解密	2	1	vobj
1440	問好	1	2	vobj
1460	辦桌	3	1	vobj
1462	點火	2	1	vobj
1463	立人	1	2	vobj
1472	發球	1	1	vobj
1473	發現	176	3	vobj
1475	錄影	2	2	vobj
1488	識貨	1	2	vobj
1489	爭食	2	1	vobj
1490	叫苦	1	2	vobj
1493	致辭	8	1	vobj
1496	搭檔	8	3	vobj
1510	停運	2	1	vobj
1511	披風	1	3	vobj
1515	踏青	1	1	vobj
1529	停辦	2	3	vobj
1540	舉證	1	1	vobj
1545	作主	4	2	vobj
1563	賀年	3	2	vobj
1564	欠債	1	1	vobj
1569	拉鋸	3	3	vobj
1589	上當	1	3	vobj
1590	返工	1	2	vobj
1594	過份	2	2	vobj
1595	簽約	16	1	vobj
1599	過人	1	1	vobj
1601	退堤	3	2	vobj
1619	過世	9	2	vobj
1631	致詞	2	1	vobj
1640	垂淚	1	2	vobj
1644	返家	1	1	vobj
1666	出境	6	2	vobj
1675	借重	4	3	vobj
1678	出場	3	1	vobj
1679	洗澡	1	2	vobj
1682	開業	33	1	vobj
1694	接班	3	1	vobj
1699	揭櫫	4	2	vobj
1708	判刑	2	1	vobj
1710	降價	4	1	vobj
1734	灌模	1	1	vobj
1738	脫黨	1	1	vobj
1757	問世	6	3	vobj
1764	保險	95	2	vobj
1772	入會	5	1	vobj
1785	纏身	3	2	vobj
1786	出品	1	2	vobj
1813	轉會	5	2	vobj
1822	揭曉	9	1	vobj
1835	排煙	1	1	vobj
1836	換桿	2	1	vobj
1838	晉級	2	1	vobj
1872	調酒	1	1	vobj
1880	移墾	2	2	vobj
1889	藉機	2	2	vobj
1897	費力	1	1	vobj
1903	驅車	3	1	vobj
1908	入憲	5	2	vobj
1923	求職	8	1	vobj
1924	跟蹤	6	2	vobj
1929	封頂	1	1	vobj
1947	獲悉	20	2	vobj
1957	排污	3	1	vobj
1970	握手	2	1	vobj
1978	開年	1	2	vobj
1979	發慌	1	3	vobj
1980	貶值	19	2	vobj
1983	合流	1	3	vobj
1990	禁捕	1	2	vobj
1994	開市	3	2	vobj
2007	閉市	1	1	vobj
2060	負傷	1	1	vobj
2065	盡力	5	1	vobj
2098	脫鉤	1	1	vobj
2099	立項	1	1	vobj
2106	離鄉	2	1	vobj
2119	彫蟲	1	1	vobj
2137	登山	3	1	vobj
2138	為人	1	1	vobj
2147	掉期	1	1	vobj
2152	歸鄉	1	1	vobj
2156	率團	2	1	vobj
2166	助醫	1	2	vobj
2169	抗菌	1	1	vobj
2183	問鼎	1	1	vobj
2199	顧店	1	1	vobj
2204	開國	5	1	vobj
2211	變法	6	1	vobj
2222	垮台	2	1	vobj
2226	閱兵	1	1	vobj
2228	調蓄	1	1	vobj
2231	治本	1	1	vobj
2235	過頭	2	1	vobj
2251	注意	66	3	vobj
2261	航海	2	1	vobj
2284	縮衣	1	1	vobj
2285	乏味	1	1	vobj
2291	開口	7	1	vobj
2293	埋下	6	1	vobj
2299	發噱	1	1	vobj
2305	導覽	1	2	vobj
2315	命名	8	1	vobj
2319	建軍	1	1	vobj
2324	進食	1	1	vobj
2332	授意	1	1	vobj
2339	發售	10	2	vobj
2344	掛帳	1	1	vobj
2345	轉向	19	2	vobj
2346	掛帥	8	1	vobj
2348	轉台	1	1	vobj
2364	排序	4	2	vobj
2366	借票	1	1	vobj
2368	拉皮	1	1	vobj
2370	安靜	4	1	vobj
2371	增量	1	1	vobj
2377	除險	1	1	vobj
2382	得票	2	1	vobj
2387	服刑	2	1	vobj
2390	獲准	16	2	vobj
2398	刺青	1	1	vobj
2406	限額	10	1	vobj
2421	建議	64	3	vobj
2439	行樂	2	1	vobj
2440	增速	6	1	vobj
2459	造陸	1	1	vobj
2460	發光	2	1	vobj
2461	降雪	1	1	vobj
2478	跳票	1	1	vobj
2479	接壤	2	1	vobj
2491	解雇	1	1	vobj
2507	透雨	1	1	vobj
2514	媚俗	2	1	vobj
2516	致殘	1	2	vobj
2528	弄虛	1	3	vobj
2530	認股	1	1	vobj
2531	就緒	4	2	vobj
2536	結髮	1	1	vobj
2537	緩衝	1	1	vobj
2544	佇足	2	1	vobj
2547	防霉	1	1	vobj
2549	造錢	1	1	vobj
2591	錄音	12	1	vobj
2593	減速	1	1	vobj
2595	增設	1	1	vobj
2599	投產	51	2	vobj
2611	生病	5	1	vobj
2612	檢體	3	1	vobj
2622	失眠	4	1	vobj
2627	計費	1	1	vobj
2631	接力	3	1	vobj
2641	燒窯	3	2	vobj
2642	騙稅	2	1	vobj
2651	保真	1	1	vobj
2655	出門	4	1	vobj
2670	圍城	1	1	vobj
2678	迎頭	1	1	vobj
2692	捧場	1	1	vobj
2702	遊街	1	1	vobj
2703	求救	1	1	vobj
2707	據說	13	2	vobj
2720	報銷	1	2	vobj
2736	退運	1	2	vobj
2743	為首	6	3	vobj
2744	停擺	2	2	vobj
2746	畏死	1	1	vobj
2750	脫節	6	1	vobj
2751	收繳	2	1	vobj
2756	傳奇	9	2	vobj
2765	追蹤	5	1	vobj
2766	排位	2	1	vobj
2771	跳水	8	1	vobj
2772	司儀	2	2	vobj
2774	逛街	2	1	vobj
2783	詬病	3	3	vobj
2790	求學	9	1	vobj
2791	冒險	5	1	vobj
2792	定義	12	2	vobj
2793	定罪	1	1	vobj
2799	溯源	1	1	vobj
2800	加班	3	1	vobj
2802	開頭	1	1	vobj
2803	失望	10	1	vobj
2806	復工	11	1	vobj
2816	入門	1	1	vobj
2822	摘要	4	2	vobj
2823	發霉	2	1	vobj
2827	舉例	19	1	vobj
2831	報考	6	1	vobj
2832	競標	2	1	vobj
2848	導播	1	1	vobj
2850	下雪	1	1	vobj
2851	請安	1	1	vobj
2868	動工	26	1	vobj
2871	爭光	3	1	vobj
2872	知心	1	1	vobj
2881	知己	1	1	vobj
2882	從事	60	1	vobj
2889	揚言	1	1	vobj
2899	隨意	7	1	vobj
2905	亮相	3	1	vobj
2907	瘦身	1	1	vobj
2916	題詞	2	1	vobj
2929	撰文	4	1	vobj
2936	分期	1	1	vobj
2937	除役	4	1	vobj
2944	起勁	1	1	vobj
2952	護身	1	1	vobj
2962	享樂	1	1	vobj
2967	消毒	1	1	vobj
2969	奪魁	1	1	vobj
2971	發病	1	1	vobj
2972	交棒	2	1	vobj
2976	祭祖	1	1	vobj
2983	迎戰	3	1	vobj
2986	到場	6	1	vobj
3003	鼓掌	2	1	vobj
3012	關心	59	1	vobj
3014	享年	1	1	vobj
3022	中毒	3	1	vobj
3023	感恩	4	1	vobj
3025	分叉	1	1	vobj
3026	報名	22	1	vobj
3035	結冰	1	1	vobj
3040	開懷	1	1	vobj
3052	修路	1	1	vobj
3056	理事	5	1	vobj
3057	上架	1	1	vobj
3058	開庭	1	1	vobj
3062	開幕	26	1	vobj
3082	舉目	1	1	vobj
3084	抽脂	1	1	vobj
3086	合格	6	1	vobj
3095	認證	13	2	vobj
3099	徵稅	3	1	vobj
3101	對話	41	1	vobj
3112	讀書	29	1	vobj
3119	謀生	2	1	vobj
3124	得當	2	3	vobj
3129	示威	4	1	vobj
3131	應邀	12	1	vobj
3132	缺德	1	1	vobj
3137	雕花	1	1	vobj
3138	曝光	10	1	vobj
3145	問道	2	2	vobj
3149	失真	1	2	vobj
3151	出關	1	1	vobj
3152	稱雄	2	1	vobj
3153	招標	6	1	vobj
3157	排卵	1	1	vobj
3166	回家	16	1	vobj
3167	出錯	1	2	vobj
16	遭致	2	3	vprt
29	變壞	1	1	vprt
65	吃光	1	2	vprt
71	還給	4	1	vprt
99	調漲	1	1	vprt
110	拉斷	1	1	vprt
125	合乎	3	1	vprt
132	摻進	2	1	vprt
156	撈起	1	1	vprt
186	遞給	1	1	vprt
196	回去	15	2	vprt
237	傳入	2	1	vprt
257	鑄成	2	1	vprt
260	設立	122	2	vprt
265	帶起	2	1	vprt
287	降至	6	1	vprt
290	傳來	8	1	vprt
313	萌發	1	1	vprt
326	嚇大	1	3	vprt
347	辦起	4	1	vprt
365	佔盡	1	1	vprt
372	挖到	7	1	vprt
376	說服	5	2	vprt
408	念出	1	2	vprt
422	往後	1	3	vprt
425	指出	414	1	vprt
440	擠破	1	2	vprt
450	搭起	3	1	vprt
457	危及	5	3	vprt
465	織成	1	1	vprt
490	偏向	1	1	vprt
495	退給	1	1	vprt
496	打敗	7	2	vprt
504	搞起	1	1	vprt
545	分給	2	1	vprt
547	漏失	2	1	vprt
556	拖去	1	1	vprt
557	打掉	2	1	vprt
581	奪回	3	1	vprt
587	漾出	1	1	vprt
595	講出	1	1	vprt
617	抓好	8	2	vprt
627	擒獲	1	1	vprt
653	招來	2	2	vprt
675	修好	1	2	vprt
678	破壞	34	3	vprt
707	帶給	5	1	vprt
715	跑好	1	1	vprt
716	踏出	4	1	vprt
723	逃生	1	1	vprt
775	找回	3	1	vprt
781	懷有	2	2	vprt
800	寫成	4	1	vprt
823	往前	2	1	vprt
828	練成	1	1	vprt
839	建成	130	1	vprt
859	投入	140	1	vprt
862	跨到	1	1	vprt
869	編成	1	2	vprt
882	下起	2	2	vprt
889	張大	1	2	vprt
896	擺明	1	2	vprt
923	落實	46	3	vprt
932	召開	87	2	vprt
951	往下	5	2	vprt
952	往上	3	2	vprt
962	織出	2	1	vprt
967	投下	5	1	vprt
994	包住	1	2	vprt
1001	調來	1	2	vprt
1022	跑來	2	1	vprt
1046	交由	3	2	vprt
1050	過慣	1	2	vprt
1056	鎖定	4	2	vprt
1067	飲用	1	2	vprt
1072	刷新	1	2	vprt
1078	說來	4	2	vprt
1081	掀起	18	1	vprt
1096	附有	1	2	vprt
1110	躺進	1	1	vprt
1111	打傷	1	1	vprt
1125	豎立	1	1	vprt
1127	打倒	4	1	vprt
1129	扣上	1	1	vprt
1130	脫去	2	1	vprt
1146	改善	102	1	vprt
1151	轉給	1	2	vprt
1152	趕到	3	1	vprt
1171	逼得	2	3	vprt
1178	瞪大	1	1	vprt
1211	響起	6	1	vprt
1225	放到	6	1	vprt
1228	切斷	1	2	vprt
1242	揭穿	1	1	vprt
1253	放入	8	1	vprt
1279	抹黑	1	1	vprt
1280	步出	1	1	vprt
1297	通往	6	1	vprt
1298	設在	1	2	vprt
1301	練出	1	1	vprt
1302	湧向	2	2	vprt
1305	站到	1	3	vprt
1332	邁出	10	1	vprt
1336	浸濕	1	1	vprt
1355	添得	1	3	vprt
1360	分成	6	2	vprt
1363	高達	19	3	vprt
1367	湧出	1	1	vprt
1377	成倍	5	3	vprt
1385	竄出	3	1	vprt
1393	寫下	2	1	vprt
1395	寫上	2	1	vprt
1398	限定	5	3	vprt
1400	步上	2	1	vprt
1404	劃入	2	1	vprt
1419	結成	6	3	vprt
1423	寄出	1	1	vprt
1435	作到	2	2	vprt
1436	創出	4	2	vprt
1450	喊出	3	1	vprt
1485	挑起	5	1	vprt
1491	咬死	1	3	vprt
1514	跳高	4	1	vprt
1525	授給	1	2	vprt
1554	創下	16	2	vprt
1560	衰落	1	2	vprt
1561	進去	15	1	vprt
1562	擦出	1	1	vprt
1580	剪下	1	1	vprt
1588	運來	3	1	vprt
1635	當起	2	2	vprt
1643	擊出	1	1	vprt
1652	填入	3	2	vprt
1661	跳開	1	1	vprt
1663	造出	4	1	vprt
1673	降到	7	2	vprt
1690	撮合	1	2	vprt
1704	減低	3	1	vprt
1716	除下	1	2	vprt
1743	傳給	4	1	vprt
1767	送到	12	2	vprt
1780	蓋起	3	2	vprt
1797	送入	2	1	vprt
1800	翻成	1	1	vprt
1801	始自	1	2	vprt
1834	打響	5	2	vprt
1849	握有	4	2	vprt
1851	塌下	2	2	vprt
1883	奏起	4	1	vprt
1910	出來	131	2	vprt
1913	摸到	3	2	vprt
1935	考完	1	2	vprt
1943	談起	14	2	vprt
1946	輸掉	2	2	vprt
1948	稱作	4	2	vprt
1951	飽和	3	3	vprt
1958	換掉	1	2	vprt
1959	離開	40	3	vprt
1961	說道	2	1	vprt
1965	帶到	3	2	vprt
1981	拿給	1	2	vprt
2012	挑空	1	1	vprt
2013	迎來	10	1	vprt
2017	轉往	6	1	vprt
2024	丟掉	6	1	vprt
2026	載有	2	1	vprt
2036	貼上	5	1	vprt
2044	冷卻	2	3	vprt
2045	鋪上	1	1	vprt
2049	烙下	1	1	vprt
2054	買下	3	1	vprt
2056	載明	1	1	vprt
2071	咬回	1	1	vprt
2097	探明	7	1	vprt
2111	偵破	2	1	vprt
2116	納入	24	1	vprt
2127	借自	1	2	vprt
2132	打起	1	1	vprt
2142	避開	2	1	vprt
2143	攤開	5	1	vprt
2157	取消	35	3	vprt
2159	襲來	3	1	vprt
2171	越過	1	1	vprt
2176	老去	2	1	vprt
2179	關上	1	1	vprt
2190	超過	165	3	vprt
2209	搬入	1	1	vprt
2219	攻進	1	1	vprt
2236	跳脫	2	1	vprt
2245	損及	1	2	vprt
